artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years,birth_date,death_date
Maxime Lalanne,Realism,Realism,{Realism:21},21,Bordeaux,1827.0,1886.0,Nogent-sur-Marne,male,France,"copper engraver,etcher,painter","Haarlem,Netherlands,Middelburg,Zaandam,'s-Hertogenbosch,Paris,Utrecht","['Haarlem:1877-1877', 'Netherlands:1877-1877', 'Zaandam:1877-1877', ""'s-Hertogenbosch:1877-1877"", 'Utrecht:1877-1877']",1827.0,1886.0
Mihri Musfik,"Realism, Unknown",Realism,"{Realism:5},{Unknown:1}",6,,1886.0,1954.0,,,,,,,,
Mikhail Lebedev,Realism,Realism,{Realism:16},16,Tartu,1811.0,1837.0,Naples,male,Russian Empire,painter,"Naples,Saint Petersburg,Rome","['Naples:1837-1837', 'Saint Petersburg:1829-1833', 'Rome:1834-1837']",1811.0,1837.0
Mikhail Olennikov,"Realism, Unknown",Socialist Realism,"{Realism:21},{Unknown:3}",24,,,,,,,,,,,
Mykola Murashko,Realism,Realism,{Realism:13},13,Hlukhiv,1844.0,1909.0,Bucha,male,Russian Empire,painter,,[],1844.0,1909.0
Mykola Yaroshenko,Realism,Realism,{Realism:31},31,,,,,,,,,,,
Narcisse-Virgilio Diaz,"Realism, Unknown",Realism,"{Realism:3},{Unknown:13}",16,,,,,,,,,,,
Paja Jovanovic,"Realism, Unknown",Realism,"{Realism:1},{Unknown:16}",17,,,,,,,,,,,
Panos Terlemezian,"Realism, Symbolism",Symbolism,"{Realism:5},{Symbolism:3}",8,Van,,1941.0,Yerevan,male,Soviet Union,painter,,[],1865.0,1941.0
Paul Kane,"Realism, Romanticism, Unknown",Romanticism,"{Realism:4},{Romanticism:47},{Unknown:1}",52,Mallow,1941.0,,Toronto,male,Canada,"architectural draftsperson,explorer,painter,writer",Canada,[],1810.0,1871.0
Pavel Fedotov,Realism,Realism,{Realism:42},42,Moscow,1815.0,1852.0,Saint Petersburg,male,Russian Empire,"drawer,painter,artist",Saint Petersburg,[],1815.0,1852.0
Ralph Hedley,Realism,Realism,{Realism:77},77,Gilling West,1848.0,1913.0,Newcastle upon Tyne,male,England,painter,,[],1848.0,1913.0
Taras Shevchenko,"Realism, Romanticism",Romanticism,"{Realism:7},{Romanticism:76}",83,Moryntsi,1814.0,1861.0,Saint Petersburg,male,Russian Empire,"ethnographer,prose writer,philosopher,anthropologist,painter,artist,playwright,poet,writer",,[],1814.0,1861.0
Theodore Rousseau,Realism,Realism,{Realism:145},145,Paris,1810.0,1867.0,Barbizon,male,France,"drawer,visual artist,graphic artist,painter,photographer",,[],1812.0,1867.0
Theodule Ribot,Realism,Realism,{Realism:36},36,Saint-Nicolas-d'Attez,1823.0,1891.0,Colombes,male,France,"visual artist,graphic artist,painter",,[],1823.0,1891.0
Thomas Dewing,"Realism, Romanticism, Tonalism",Impressionism,"{Realism:14},{Romanticism:2},{Tonalism:59}",75,Boston,1851.0,1938.0,New York City,male,United States,"painter,photographer",,[],1851.0,1938.0
Vardges Sureniants,"Realism, Symbolism",Symbolism,"{Realism:1},{Symbolism:10}",11,Akhaltsikhe,1860.0,1921.0,Yalta,male,Georgia,"art theorist,linguist,art critic,graphic artist,sculptor,painter,illustrator,translator",,[],1860.0,1921.0
Vartan Mahokian,Realism,Romanticism,{Realism:6},6,Trabzon,,1937.0,Nice,male,United States,painter,,[],1869.0,1937.0
Vasily Perov,Realism,Realism,{Realism:184},184,Tobolsk,1834.0,1882.0,Kuzminki District,male,Russian Empire,painter,Moscow,[],1834.0,1882.0
Vasily Sadovnikov,Realism,Realism,{Realism:31},31,Saint Petersburg,1800.0,1879.0,Saint Petersburg,male,Russian Empire,painter,Saint Petersburg,[],1800.0,1879.0
Vasily Tropinin,"Realism, Romanticism",Romanticism,"{Realism:33},{Romanticism:84}",117,Karpovo,1776.0,1857.0,Moscow,male,Russian Empire,"drawer,painter",,[],1776.0,1857.0
Veniamin Kremer,"Realism, Socialist Realism",Socialist Realism,"{Realism:9},{Socialist Realism:4}",13,,1899.0,1977.0,,male,Russian Empire,painter,,[],1899.0,1977.0
Viktor Vasnetsov,"Realism, Romanticism, Symbolism, Unknown",Romanticism,"{Realism:72},{Romanticism:90},{Symbolism:30},{Unknown:1}",193,Lopyal,1848.0,1926.0,Moscow,male,Russian Empire,"watercolorist,drawer,designer,scenographer,postage stamp designer,graphic artist,painter,illustrator,mosaicist,architect","Kyiv,Moscow",[],1848.0,1926.0
Vincenzo Cabianca,"Realism, Romanticism",Realism,"{Realism:27},{Romanticism:3}",30,Verona,1827.0,1902.0,Rome,male,Kingdom of Italy,painter,Kingdom of Italy,[],1827.0,1902.0
Vladimir Makovsky,Realism,Realism,{Realism:114},114,Moscow,1846.0,1920.0,Saint Petersburg,male,Russian Socialist Federative Soviet Republic,painter,"Saint Petersburg,Moscow",[],1846.0,1920.0
Volodymyr Orlovsky,Realism,Realism,{Realism:66},66,Kyiv,1842.0,1914.0,Genoa,male,,"landscape painter,painter","Saint Petersburg,Kyiv,Italy",['Saint Petersburg:1861-1868'],1842.0,1914.0
Walter Gay,Realism,Realism,{Realism:6},6,Boston,1856.0,1937.0,Paris,male,United States,painter,,[],1856.0,1937.0
William Michael Harnett,Realism,Realism,{Realism:11},11,Clonakilty,1848.0,1892.0,New York City,male,United States,painter,New York City,[],1848.0,1892.0
William Sidney Cooper,Realism,Realism,{Realism:16},16,,1854.0,1927.0,,male,,painter,London,['London:1871-1908'],1854.0,1927.0
William Simpson,Realism,Realism,{Realism:14},14,Glasgow,1823.0,1872.0,London,male,United Kingdom of Great Britain and Ireland,"painter,war correspondent",,[],1823.0,1899.0
Winslow Homer,"Realism, Unknown",Realism,"{Realism:137},{Unknown:9}",146,Boston,1836.0,1910.0,Prouts Neck,male,United States,"printmaker,painter,illustrator,photographer","Gloucester,New Hampshire,Maine,New York City,New Jersey,France,Boston",[],1836.0,1910.0
Włodzimierz Zakrzewski,"Realism, Socialist Realism",Realism,"{Realism:21},{Socialist Realism:3}",24,Saint Petersburg,1916.0,1992.0,Warsaw,male,Poland,"graphic artist,painter,graphic designer",,[],1916.0,1992.0
Zakar Zakarian,Realism,Realism,{Realism:2},2,Constantinople,1849.0,1923.0,Saint-Léger-de-Montbrun,male,Ottoman Empire,painter,Paris,[],1849.0,1923.0
Émile Prisse d'Avennes,"Realism, Unknown",Romanticism,"{Realism:10},{Unknown:2}",12,Avesnes-sur-Helpe,1807.0,1879.0,Paris,male,France,"archaeologist,journalist,egyptologist,architect",Egypt,['Egypt:1838-1838'],1807.0,1879.0
Alfred Heber Hutty,Regionalism,Regionalism,{Regionalism:19},19,Grand Haven,1877.0,1954.0,Woodstock,male,United States,painter,,[],1877.0,1954.0
Grace Albee,"Regionalism, Unknown",Regionalism,"{Regionalism:24},{Unknown:1}",25,Rhode Island,1890.0,1985.0,Bristol,female,United States,engraver,,[],1890.0,1985.0
John Steuart Curry,Regionalism,Regionalism,{Regionalism:28},28,Dunavant,1897.0,1946.0,Madison,male,United States,"lithographer,painter",,[],1897.0,1946.0
Norman Rockwell,"Regionalism, Social Realism, Unknown",Regionalism,"{Regionalism:221},{Social Realism:11},{Unknown:6}",238,New York City,1894.0,1978.0,Stockbridge,male,United States,"painter,illustrator,photographer","Arlington,Los Angeles,Stockbridge,New York City,New Rochelle",[],1894.0,1978.0
Allan Ramsay,Rococo,Rococo,{Rococo:45},45,Edinburgh,1713.0,1784.0,Dover,male,Kingdom of Great Britain,"painter,drawer","Naples,London,Paris,Rome,Italy,Ferney-Voltaire,Geneva,Edinburgh","['London:1732-1733,1738-1784', 'Paris:1765-1765', 'Rome:1754-1757', 'Italy:1782-1784,1775-1777,1736-1738']",1713.0,1784.0
Anne Vallayer-Coster,Rococo,Rococo,{Rococo:14},14,Paris,1744.0,1818.0,Paris,female,France,"painter,artist",Paris,['Paris:1760-1818'],1744.0,1818.0
Antoine Watteau,"Rococo, Unknown",Rococo,"{Rococo:75},{Unknown:3}",78,Valenciennes,1684.0,1721.0,Nogent-sur-Marne,male,Kingdom of France,"drawer,architectural draftsperson,printmaker,visual artist,graphic artist,painter,artist","Paris,Valenciennes,London",[],1684.0,1721.0
Bernardo Bellotto,"Rococo, Unknown",Rococo,"{Rococo:98},{Unknown:3}",101,Venice,1722.0,1780.0,Warsaw,male,Republic of Venice,"drawer,printmaker,painter,engraver",,[],1722.0,1780.0
Carl-Ludwig Johann Christineck,Rococo,Rococo,{Rococo:30},30,,1732.0,1792.0,,,,,,,,
David Morier,Rococo,Rococo,{Rococo:13},13,Bern,1705.0,1770.0,London,male,Switzerland,painter,,[],1705.0,1770.0
Francois Boucher,"Rococo, Unknown",Rococo,"{Rococo:74},{Unknown:1}",75,Paris,1703.0,1770.0,Paris,male,France,"exlibrist,Q64335473,drawer,printmaker,etcher,painter,illustrator","Northern Low Countries,Paris,Italy","['Northern Low Countries:1766-1766', 'Paris:1720-1770,1915-1966', 'Italy:1725-1731']",1703.0,1770.0
François Lemoyne,Rococo,Rococo,{Rococo:18},18,Paris,1688.0,1737.0,Paris,male,France,"lecturer,painter,lawyer,teacher","Montreal,Paris",[],1688.0,1737.0
Fyodor Rokotov,Rococo,Rococo,{Rococo:37},37,Vorontsovo estate,1735.0,1808.0,Moscow,male,Russian Empire,"portraitist,painter","Saint Petersburg,Moscow","['Saint Petersburg:1755-1765', 'Moscow:1765-1808']",1735.0,1808.0
George Lambert,"Rococo, Unknown",Rococo,"{Rococo:38},{Unknown:1}",39,Kent,1700.0,1765.0,London,male,Kingdom of Great Britain,"scenographer,painter",London,['London:1720-1765'],1700.0,1765.0
George Morland,Rococo,Rococo,{Rococo:87},87,London,1763.0,1804.0,London,male,Kingdom of Great Britain,"printmaker,painter",,[],1763.0,1804.0
George Romney,"Rococo, Romanticism, Unknown",Rococo,"{Rococo:219},{Romanticism:18},{Unknown:2}",239,Dalton-in-Furness,1734.0,1802.0,Kendal,male,United Kingdom,"portraitist,painter,artist","Rome,York,London,Kendal,Paris,Lancaster,Parma,Venice",[],1734.0,1802.0
Giovanni Battista Tiepolo,"Rococo, Unknown",Rococo,"{Rococo:129},{Unknown:2}",131,Venice,1696.0,1770.0,Q2807,male,Republic of Venice,"fresco painter,architectural draftsperson,printmaker,etcher,visual artist,graphic artist,painter,printer","Q2807,Udine,Verona,Würzburg,Bergamo,Milan,Vicenza,Venice",[],1696.0,1770.0
Giovanni Domenico Tiepolo,Rococo,Rococo,{Rococo:60},60,Venice,1727.0,1804.0,Venice,male,Republic of Venice,"printmaker,visual artist,graphic artist,painter",,[],1727.0,1804.0
Hendrik Voogd,"Rococo, Romanticism",Rococo,"{Rococo:1},{Romanticism:13}",14,Amsterdam,1768.0,1839.0,Rome,male,Kingdom of the Netherlands,"printmaker,painter",Rome,['Rome:1788-1839'],1768.0,1839.0
Hubert Robert,Rococo,Rococo,{Rococo:39},39,Paris,1733.0,1808.0,Paris,male,France,"drawer,painter,curator,architect","Rome,Paris","['Rome:1754-1765', 'Paris:1772-1779,1780-1784']",1733.0,1808.0
Jean-Baptiste Greuze,"Rococo, Unknown",Rococo,"{Rococo:34},{Unknown:2}",36,Tournus,1725.0,1805.0,Paris,male,France,"drawer,painter",Paris,[],1725.0,1805.0
Jean-Baptiste Oudry,"Rococo, Unknown",Rococo,"{Rococo:113},{Unknown:1}",114,Paris,1686.0,1755.0,Beauvais,male,France,"etcher,graphic artist,painter,illustrator",,[],1686.0,1755.0
Jean-Baptiste van Loo,Rococo,Rococo,{Rococo:29},29,Aix-en-Provence,1684.0,1745.0,Aix-en-Provence,male,France,painter,"Rome,London,Genoa,Aix-en-Provence,Turin,Toulon,Paris","['Rome:1714-1718', 'London:1737-1742', 'Genoa:1712-1712', 'Aix-en-Provence:1742-1745', 'Turin:1719-1719', 'Toulon:1706-1707', 'Paris:1720-1735']",1684.0,1745.0
Jean-Honore Fragonard,"Rococo, Unknown",Rococo,"{Rococo:64},{Unknown:5}",69,Grasse,1732.0,1806.0,former 2nd arrondissement of Paris,male,French constitutional monarchy,"drawer,printmaker,painter,illustrator","Vienna,Tivoli,Rome,Paris,Naples,Strasburg,Grasse,Prague,Dresden,Frankfurt",[],1732.0,1806.0
Jean-Marc Nattier,"Rococo, Unknown",Rococo,"{Rococo:17},{Unknown:2}",19,Paris,1685.0,1766.0,Paris,male,France,"portraitist,painter","The Hague,Paris,Amsterdam",[],1685.0,1766.0
Johann Anton de Peters,Rococo,Rococo,{Rococo:15},15,Cologne,1725.0,1795.0,Cologne,male,Germany,"miniature painter,drawer,art collector,graphic artist,painter,engraver,music publisher","Cologne,Paris,Rome,City of Brussels","['Paris:1745-1787', 'Rome:1762-1762']",1725.0,1795.0
Johann Georg Pinzel,Rococo,Baroque,{Rococo:45},45,,1710.0,1761.0,Buchach,male,Polish–Lithuanian Commonwealth,sculptor,,[],1710.0,1761.0
John Jackson,"Rococo, Romanticism",Rococo,"{Rococo:93},{Romanticism:1}",94,Lastingham,1880.0,1957.0,St John's Wood,male,United Kingdom of Great Britain and Ireland,painter,,[],1778.0,1831.0
John Russell,Rococo,Rococo,{Rococo:36},36,,1745.0,1806.0,,male,,politician,,[],,
José Campeche,Rococo,Rococo,{Rococo:13},13,San Juan,1751.0,1809.0,San Juan,male,Kingdom of Spain,painter,,[],1751.0,1809.0
Lemuel Francis Abbott,Rococo,Rococo,{Rococo:76},76,Leicestershire,1760.0,1802.0,London,male,United Kingdom of Great Britain and Ireland,painter,London,[],1760.0,1803.0
Louise Elisabeth Vigee Le Brun,Rococo,Rococo,{Rococo:88},88,Paris,1755.0,1842.0,Paris,female,France,"salonnière,painter,artist,writer","Berlin,Russia,Paris,Versailles,Antwerp,The Hague,Rotterdam,City of Brussels,London,Amsterdam,Vienna,Rome",[],1755.0,1842.0
Luis Paret y Alcazar,Rococo,Rococo,{Rococo:27},27,Q2807,1746.0,1799.0,Q2807,male,Spain,"watercolorist,drawer,printmaker,painter",,[],1746.0,1799.0
Maurice Quentin de La Tour,Rococo,Rococo,{Rococo:148},148,Saint-Quentin,1704.0,1788.0,Saint-Quentin,male,France,"pastellist,drawer,visual artist,painter",Paris,[],1704.0,1788.0
Paul Revere,Rococo,Rococo,{Rococo:32},32,Boston,1735.0,1818.0,Boston,male,United States,"Minutemen,silversmith,entrepreneur,military personnel",,[],1735.0,1818.0
Pietro Longhi,Rococo,Rococo,{Rococo:71},71,Venice,1701.0,1785.0,Venice,male,Republic of Venice,"drawer,visual artist,painter",Venice,[],1701.0,1785.0
Ralph Earl,Rococo,Rococo,{Rococo:16},16,Worcester County,1751.0,1801.0,Bolton,male,United States,painter,,[],1751.0,1801.0
Richard Wilson,Rococo,Rococo,{Rococo:27},27,,1713.0,,,male,,"painter,politician,researcher",,[],,
Rosalba Carriera,Rococo,Rococo,{Rococo:64},64,Venice,1675.0,1757.0,Venice,female,Republic of Venice,"drawer,architectural draftsperson,visual artist,painter,artist","Modena,Paris,Venice,Vienna,Düsseldorf","['Modena:1723-1723', 'Paris:1720-1722', 'Venice:1690-1757', 'Vienna:1730-1730', 'Düsseldorf:1706-1706']",1675.0,1757.0
Thomas Gainsborough,"Rococo, Unknown",Rococo,"{Rococo:175},{Unknown:4}",179,Sudbury,1727.0,1788.0,London,male,United Kingdom,"landscape painter,portraitist,drawer,architectural draftsperson,printmaker,painter,artist","Ipswich,Sudbury,Bath,London",[],1727.0,1788.0
Thomas Lawrence,"Rococo, Romanticism, Unknown",Rococo,"{Rococo:40},{Romanticism:167},{Unknown:1}",208,Bristol,1769.0,1830.0,London,male,United Kingdom of Great Britain and Ireland,"portraitist,painter,artist",,[],1769.0,1830.0
William Williams,Rococo,Rococo,{Rococo:25},25,Bristol,1727.0,1791.0,Bristol,male,,"novelist,painter",,[],1727.0,1791.0
Alberto Sotio,Romanesque,Romanesque Art,{Romanesque:5},5,Spoleto,1100.0,1187.0,,male,,"painter,illuminator",,[],1100.0,1187.0
Claricia,Romanesque,Romanesque Art,{Romanesque:26},26,,1687.0,1779.0,,female,,,Augsburg,[],1150.0,
Herrad of Landsberg,Romanesque,Romanesque Art,{Romanesque:46},46,,1125.0,1195.0,Mont Sainte-Odile,female,Holy Roman Empire,"Christian nun,philosopher,illuminator,artist,writer",,[],1130.0,1195.0
Hildegard of Bingen,Romanesque,Romanesque Art,{Romanesque:18},18,Bermersheim vor der Höhe,1098.0,1179.0,Kloster Rupertsberg,female,Holy Roman Empire,"mystic,philosopher,sexologist,botanist,abbess,theologian,illuminator,artist,polymath,playwright,nun,poet,physician,composer,writer,naturalist",,[],1098.0,1179.0
Adolphe Joseph Thomas Monticelli,Romanticism,Romanticism,{Romanticism:39},39,Marseille,1824.0,1886.0,Marseille,male,France,painter,,[],1824.0,1886.0
Albert Benois,"Romanticism, Unknown",Romanticism,"{Romanticism:15},{Unknown:2}",17,Saint Petersburg,1852.0,1936.0,Fontenay-aux-Roses,male,Russian Empire,painter,,[],1852.0,1936.0
Albrecht Adam,Romanticism,Romanticism,{Romanticism:69},69,Nördlingen,1786.0,1862.0,Munich,male,Kingdom of Bavaria,"battle painter,lithographer,printmaker,painter",,[],1786.0,1862.0
Alexander Clarot,Romanticism,Romanticism,{Romanticism:42},42,Vienna,1795.0,1842.0,Prague,male,,"portraitist,watercolorist,drawer,painter,illustrator",,[],1796.0,1842.0
Alexander Orlowski,Romanticism,Romanticism,{Romanticism:33},33,Warsaw,1777.0,1832.0,Saint Petersburg,male,Congress Poland,"pastellist,watercolorist,lithographer,drawer,painter,illustrator","Warsaw,Saint Petersburg",['Saint Petersburg:1802-1832'],1777.0,1832.0
Alexander Pope,"Romanticism, Unknown",Romanticism,"{Romanticism:21},{Unknown:1}",22,London,1688.0,1744.0,Twickenham,male,Kingdom of England,"literary historian,satirist,philosopher,translator,poet,writer",,[],1688.0,1744.0
Alexander Shilov,Romanticism,Kitsch,{Romanticism:26},26,,1974.0,,,,,,,,,
Alfred Concanen,Romanticism,Romanticism,{Romanticism:15},15,,1920.0,2001.0,,male,,"lithographer,illustrator",,[],1835.0,1886.0
Alonzo Chappel,Romanticism,Romanticism,{Romanticism:13},13,New York City,1828.0,1887.0,New York,male,United States,painter,,[],1828.0,1887.0
Andreas Achenbach,Romanticism,Romanticism,{Romanticism:137},137,Kassel,1815.0,1910.0,Düsseldorf,male,Kingdom of Prussia,"drawer,printmaker,painter,illustrator","Frankfurt,Düsseldorf,Tyrol,United Kingdom of Great Britain and Ireland,Gothenburg,Paris,Rome,Saint Petersburg,Kingdom of the Netherlands,Altenberg,Lübeck,Munich,Copenhagen,Norway","['Frankfurt:1837-1839', 'Düsseldorf:1823-1836,1846-1910', 'Tyrol:1836-1836', 'United Kingdom of Great Britain and Ireland:1838-1838,1857-1857', 'Gothenburg:1835-1835', 'Paris:1838-1838', 'Rome:1843-1845', 'Saint Petersburg:1832-1832', 'Kingdom of the Netherlands:1832-1832', 'Altenberg:1831-1831', 'Lübeck:1835-1835', 'Munich:1836-1837', 'Copenhagen:1835-1835', 'Norway:1839-1839']",1815.0,1910.0
Angelo Zoffoli,Romanticism,Romanticism,{Romanticism:18},18,,1860.0,1910.0,,male,Kingdom of Italy,painter,,[],1860.0,1910.0
Antonio Paoletti,Romanticism,Romanticism,{Romanticism:24},24,Livorno,1834.0,1912.0,Milan,male,Kingdom of Italy,"photographer,painter",Milan,[],1881.0,1943.0
Apollinary Goravsky,Romanticism,Romanticism,{Romanticism:12},12,Novyja Nabarki,1833.0,1900.0,Mariinskaya Hospital,male,Russian Empire,painter,,[],1833.0,1900.0
Arnold Böcklin,"Romanticism, Symbolism, Unknown",Symbolism,"{Romanticism:20},{Symbolism:102},{Unknown:2}",124,Basel,1827.0,1901.0,Fiesole,male,Switzerland,"drawer,designer,university teacher,sculptor,painter","Düsseldorf,Rome,Weimar,Florence,Basel",[],1827.0,1901.0
Arthur Hughes,"Romanticism, Unknown",Romanticism,"{Romanticism:37},{Unknown:2}",39,London,1832.0,1915.0,Kew,male,United Kingdom of Great Britain and Ireland,"painter,illustrator,artist",London,[],1832.0,1915.0
Ary Scheffer,"Romanticism, Unknown",Romanticism,"{Romanticism:19},{Unknown:2}",21,Dordrecht,1795.0,1858.0,Argenteuil,male,Kingdom of the Netherlands,"drawer,sculptor,painter",Paris,"['Paris:1814-1814,1822-1830,1811-1811,1830-1858,1817-1817,1811-1813,1819-1822']",1795.0,1858.0
Auguste Edouart,Romanticism,Romanticism,{Romanticism:12},12,Dunkirk,1789.0,1861.0,Guînes,male,France,"silhouette artist,painter",London,['London:1813-1813'],1789.0,1861.0
Aurelio Tiratelli,Romanticism,Romanticism,{Romanticism:15},15,Rome,1842.0,1900.0,Rome,male,Kingdom of Italy,"genre painter,painter",Rome,[],1842.0,1900.0
Berthold  Woltze,Romanticism,Romanticism,{Romanticism:14},14,,1829.0,1896.0,,,,,,,,
Carl Gustav Rodde,Romanticism,Romanticism,{Romanticism:10},10,Gdańsk,1830.0,1906.0,Berlin,male,Italy,painter,"Berlin,Weimar,Italy",['Italy:1858-1861'],1830.0,1906.0
Caspar David Friedrich,"Romanticism, Unknown",Romanticism,"{Romanticism:145},{Unknown:10}",155,Greifswald,1774.0,1840.0,Dresden,male,Kingdom of Prussia,"landscape painter,watercolorist,drawer,architectural draftsperson,printmaker,sculptor,painter","Loschwitz,Dresden,Vienna,Greifswald,Neubrandenburg,Copenhagen",['Dresden:1798-1798'],1774.0,1840.0
Charles M. Russell,Romanticism,Romanticism,{Romanticism:278},278,St. Louis,1864.0,1926.0,Great Falls,male,United States,"sculptor,painter,illustrator,writer",Great Falls,[],1864.0,1926.0
Charles Turner,Romanticism,Romanticism,{Romanticism:230},230,Woodstock,1774.0,1857.0,Warren Street,male,United Kingdom of Great Britain and Ireland,"drawer,printmaker",London,[],1774.0,1857.0
Charles de Steuben,Romanticism,Romanticism,{Romanticism:42},42,Bauerbach,1788.0,1856.0,former 1st arrondissement of Paris,male,France,"lithographer,painter",,[],1788.0,1856.0
Christen Kobke,Romanticism,Romanticism,{Romanticism:21},21,Copenhagen,1810.0,1848.0,Copenhagen,male,Kingdom of Denmark,"graphic artist,painter",Copenhagen,[],1810.0,1848.0
Constantin Daniel Rosenthal,Romanticism,Romanticism,{Romanticism:13},13,Pest,1820.0,1851.0,Pest,male,Wallachia,"revolutionary,sculptor,painter","Vienna,Paris",[],1820.0,1851.0
Cornelis Springer,Romanticism,Romanticism,{Romanticism:71},71,Amsterdam,1817.0,1891.0,Hilversum,male,Kingdom of the Netherlands,painter,"City of Brussels,Germany,Zaltbommel,Amsterdam,Oosterbeek","['City of Brussels:1860-1860,1867-1867', 'Amsterdam:1832-1891']",1817.0,1891.0
Currier and Ives,Romanticism,Romanticism,{Romanticism:207},207,,1962.0,1991.0,,,,,,,,
Dante Gabriel Rossetti,"Romanticism, Symbolism, Unknown",Romanticism,"{Romanticism:176},{Symbolism:7},{Unknown:16}",199,London,1828.0,1882.0,Birchington-on-Sea,male,United Kingdom of Great Britain and Ireland,"painter,illustrator,artist,translator,poet,writer",London,[],1828.0,1882.0
David Scott,Romanticism,Romanticism,{Romanticism:30},30,,1958.0,2021.0,,male,,"politician,researcher",,[],,
Edouard Riou,Romanticism,Romanticism,{Romanticism:119},119,Saint-Servan-sur-Mer,1833.0,1900.0,Paris,male,France,"graphic artist,painter,illustrator,writer",France,[],1833.0,1900.0
Eduard von Grützner,Romanticism,Romanticism,{Romanticism:15},15,Karłowice Wielkie,1846.0,1925.0,Munich,male,Germany,"painter,teacher",Munich,['Munich:1863-1925'],1846.0,1925.0
Edward R. Taylor,Romanticism,Romanticism,{Romanticism:16},16,,1838.0,1911.0,Birmingham,male,,"drawer,painter",,[],1838.0,1911.0
Edward Robert Hughes,"Romanticism, Unknown",Romanticism,"{Romanticism:75},{Unknown:1}",76,London,1851.0,1914.0,St Albans,male,United Kingdom of Great Britain and Ireland,painter,,[],1851.0,1914.0
Edwin Austin Abbey,Romanticism,Romanticism,{Romanticism:23},23,Philadelphia,1852.0,1911.0,London,male,United States,"painter,illustrator,architect",London,[],1852.0,1911.0
Edwin Henry Landseer,"Romanticism, Unknown",Romanticism,"{Romanticism:94},{Unknown:5}",99,London,1802.0,1873.0,London,male,United Kingdom of Great Britain and Ireland,"architectural draftsperson,etcher,sculptor,painter,artist",London,[],1802.0,1873.0
Emanuel Leutze,Romanticism,Romanticism,{Romanticism:11},11,Schwäbisch Gmünd,1816.0,1868.0,"Washington, D.C.",male,Kingdom of Württemberg,"architectural draftsperson,painter,artist","Philadelphia,Munich",[],1816.0,1868.0
Eugene von Guerard,"Romanticism, Unknown",Romanticism,"{Romanticism:74},{Unknown:1}",75,Vienna,1811.0,1901.0,Chelsea,male,Colony of New South Wales,painter,"Victoria,New South Wales",[],1811.0,1901.0
Ford Madox Brown,"Romanticism, Unknown",Romanticism,"{Romanticism:46},{Unknown:2}",48,Calais,1821.0,1893.0,London,male,United Kingdom of Great Britain and Ireland,"designer,painter,artist",,[],1821.0,1893.0
Francesco Didioni,Romanticism,Romanticism,{Romanticism:29},29,Milan,1839.0,1895.0,Stresa,male,Kingdom of Italy,painter,,[],1839.0,1895.0
Frank Dicksee,Romanticism,Romanticism,{Romanticism:23},23,London,1853.0,1928.0,London,male,United Kingdom,"painter,illustrator",,[],1853.0,1928.0
Franz Richard Unterberger,Romanticism,Romanticism,{Romanticism:38},38,Innsbruck,1837.0,1902.0,Neuilly-sur-Seine,male,Cisleithania,"landscape painter,painter","Paris,Neuilly-sur-Seine,City of Brussels",[],1838.0,1902.0
Frederick George Cotman,Romanticism,Romanticism,{Romanticism:36},36,Ipswich,1850.0,1920.0,,male,United Kingdom of Great Britain and Ireland,"visual artist,painter,illustrator",,[],1850.0,1920.0
Frederick Morgan,"Romanticism, Unknown",Romanticism,"{Romanticism:21},{Unknown:38}",59,,1893.0,1909.0,,male,United Kingdom of Great Britain and Ireland,painter,,[],1834.0,1927.0
Frederick Sandys,"Romanticism, Unknown",Romanticism,"{Romanticism:73},{Unknown:1}",74,Norwich,1829.0,1904.0,London,male,United Kingdom of Great Britain and Ireland,"painter,illustrator",England,[],1829.0,1904.0
Frederick William Burton,"Romanticism, Unknown",Romanticism,"{Romanticism:8},{Unknown:1}",9,Corofin,1816.0,1900.0,Kensington,male,Ireland,"architectural draftsperson,art historian,painter","Dublin,London,Germany",[],1816.0,1900.0
Fyodor Solntsev,Romanticism,Romanticism,{Romanticism:37},37,,,,,,,,,,,
Félix Louis Leullier,Romanticism,Romanticism,{Romanticism:5},5,Paris,1811.0,1882.0,10th arrondissement of Paris,male,France,painter,,[],1811.0,1882.0
George Harvey,"Romanticism, Unknown",Romanticism,"{Romanticism:124},{Unknown:7}",131,St. Ninians,1806.0,1876.0,Edinburgh,male,United Kingdom of Great Britain and Ireland,"painter,historian",Edinburgh,['Edinburgh:1823-1876'],1806.0,1876.0
George Hemming Mason,Romanticism,Romanticism,{Romanticism:23},23,Stoke-on-Trent,1818.0,1872.0,London,male,United Kingdom,painter,,[],1818.0,1872.0
George Philip Reinagle,Romanticism,Romanticism,{Romanticism:15},15,London,1802.0,1835.0,London,male,United Kingdom of Great Britain and Ireland,painter,,[],1802.0,1835.0
George Stubbs,"Romanticism, Unknown",Romanticism,"{Romanticism:81},{Unknown:1}",82,Liverpool,1724.0,1806.0,London,male,United Kingdom of Great Britain and Ireland,"non-fiction writer,drawer,architectural draftsperson,printmaker,painter,artist","York,Leeds,Wigan,London,Rome",[],1724.0,1806.0
Giovanni Battista Torriglia,Romanticism,Romanticism,{Romanticism:23},23,,1858.0,1937.0,,male,Kingdom of Italy,painter,Florence,[],1858.0,1937.0
